序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
159,屏東縣枋寮鄉,人和村,建興路39號,120.6019,22.387,建興國小,天時村、地利村、人和村、新開村、內寮村,162,"水災,震災,海嘯",蔡有福,08-87813562,是,否,否
160,屏東縣屏東市,永安里,建興南路35號,120.2857,22.3931,屏東市復興公園,永安里,1067,,黃祥生,7560101#502,否,是,否
161,屏東縣屏東市,崇武里,建國路25號,120.2912,22.3948,國立屏東高級工業職業學校,永安里2,2523,"水災,震災",張明誌,08-7523781#200,是,是,否
162,屏東縣枋寮鄉,東海村,東海路486號,120.5773,22.4013,東海國小,東海村、大庄村,524,"水災,震災,海嘯",許?延,08-8712209,是,否,否
163,屏東縣屏東市,豐榮里,自由、大連、廣東、勝利東路廓內,120.2952,22.4044,屏東市千禧公園,豐榮里,1734,"水災,震災",蔡育霖,7560101#503,否,是,否
164,屏東縣枋寮鄉,太源村,太源路2-10號,120.593,22.4082,東海國小太源分校,太源村、玉泉村,90,"水災,震災,海嘯",陳惠靜,08-8711785,是,否,否
165,屏東縣佳冬鄉,賴家村,佳農街17號,120.5584,22.409,國立佳冬高農,燄塭羌園,239,水災,顏宏哲,08-8662726-506,是,否,是
166,屏東縣屏東市,廣興里,監理站對面,120.2915,22.413,屏東市廣興公園,廣興里,755,"水災,震災",蔡育霖,7560101#503,否,是,否
167,臺東縣大武鄉,大竹村,加津林50號,120.9223,22.4162,加津林活動中心,大竹本部落、富山、加津林,200,"水災,土石流,海嘯",鄭振雄,089-761098,是,否,否
168,屏東縣佳冬鄉,玉光村,文化一路240號,120.5669,22.423,佳冬鄉立幼兒園,羌園、燄溫、塭豐,200,"水災,震災,海嘯",吳佳君,08-8660612,是,是,是
169,屏東縣春日鄉,七佳村,自強1路92號,120.629,22.4277,力里國民小學,力里村、歸崇村、七佳村,200,"水災,震災,土石流,海嘯",校長 陳玉賢,08-8791020,是,否,是
170,屏東縣春日鄉,七佳村,9鄰自強1路18號,120.6279,22.428,春日鄉立老人文康中心,力里村、歸崇村、七佳村,120,"水災,震災,土石流,海嘯",村長 鄞美瑛,08-878214558,是,否,是
171,屏東縣佳冬鄉,玉光村,大同路1號,120.5668,22.4285,佳冬國中,燄塭羌園,300,"水災,海嘯",林世翔,08-8662041,是,否,是
172,屏東縣林邊鄉,崎?村,成功路600號,120.4902,22.4298,屏東縣林邊鄉崎峰活動中心,田厝村、水利村、崎峰村,200,"水災,震災,海嘯",陳水村,932782242,是,否,是
173,屏東縣來義鄉,南和村,19鄰289號,120.6379,22.435,來義鄉文物館,南和村,100,"水災,震災,土石流",村長連正三,08-8791069,是,否,是
174,屏東縣來義鄉,南和村,51號,120.6426,22.4364,南和國小,南和村,200,"水災,震災,土石流",村長連正三,08-8791069,是,否,否
175,屏東縣林邊鄉,仁和村,中山路417號,120.5114,22.4374,屏東縣林邊鄉仁和國民小學,林邊村、仁和村、永樂村、光林村、中林村,200,"水災,震災,海嘯",廖先生,08-8757745,是,是,否
176,臺東縣達仁鄉,土?村,1鄰22號,120.886914,22.453848,土?天主堂,土?村,50,,黃春香,089-761129,否,否,否
177,臺東縣達仁鄉,土?村,2鄰10 號,120.887664,22.453853,臺東縣立土?國小,土?村,200,,蕭德光,089-761225,否,否,否
178,臺東縣達仁鄉,土?村,1鄰106號,120.885982,22.454897,達仁鄉立土?托兒所,土?村,160,,蕭惠美,089-761893,否,否,否
179,屏東縣東港鎮,大潭里,大潭路93號,120.495771,22.456799,大潭國小,"大潭里,下?里,大鵬里",150,"水災,震災",王舜民,08-8324226,是,是,是
180,臺東縣大武鄉,大竹村,愛國蒲6鄰92號,120.9227,22.4575,愛國蒲分校,愛國蒲部落,100,"水災,震災,土石流,海嘯",張盛華,089-761007,是,否,是
181,屏東縣東港鎮,船頭里,船頭路25號,120.4629,22.4624,以栗國小,船頭里 南平里 嘉蓮里,300,"水災,震災",吳俊岩,08-8322816,是,是,是
182,屏東縣東港鎮,東隆里,東隆街21-1號,120.4488,22.4631,東隆宮香客大樓,本鎮各里第一收容所,300,水災,陳小姐,08-8353620,是,否,是
183,臺東縣太麻里鄉,多良村,18鄰大溪251號,120.9414,22.4631,太麻里鄉多良村辦公處,多良村,80,"水災,土石流,海嘯",劉任瑜,089-761077,是,否,否
184,屏東縣東港鎮,共和里,共和街45號,120.449937,22.463386,東隆國小,共和里、東隆里、興台里、八德里、中興里、朝安里,500,"水災,震災",林玫玲,08-8322064,是,是,是
185,屏東縣來義鄉,望嘉村,114-1號,120.6218,22.4636,望嘉警察派出所,望嘉村,100,"水災,震災,土石流",村長周榮進,08-7981551,是,否,是
186,屏東縣林邊鄉,竹林村,中興122號,120.5331,22.4642,屏東縣林邊鄉竹林國民小學,竹林村,100,"水災,震災,海嘯",鐘主任,921696540,是,是,是
187,屏東縣東港鎮,船頭里,船頭路1號,120.4555,22.4652,東港高中,本鎮各里第二收容所,450,"水災,震災,海嘯",陳建銘,08-8322014,是,是,是
188,屏東縣東港鎮,興東里,長春二路15號,120.4596,22.4694,東光國小,興東里 船頭里,150,"水災,震災,海嘯",林恆斌,08-8324927,是,是,是
189,屏東縣東港鎮,興東里,中正路一段10號,120.4547,22.4707,東港國小,本鎮各里第三收容所,300,"水災,震災,海嘯",黃玉文,08-8322019,是,是,是
190,屏東縣新埤鄉,箕湖村,民眾路103號,120.611,22.4754,新埤鄉立幼兒園,箕湖村、餉潭村、萬隆村,250,"水災,震災,土石流,海嘯",潘曉珍,08-7981398,是,否,是
191,臺東縣達仁鄉,台?村,10鄰59-1號,120.9077,22.47755,臺東縣台?國民小學,台?村,200,,羅道勳,089-761252,否,否,否
192,臺東縣達仁鄉,台?村,10鄰56號,120.9081,22.47805,台?活動中心,台?村,100,,范國祥,089-761320,否,否,否
193,屏東縣東港鎮,興東里,興東路43-1號,120.4657,22.4784,東興國小,興東里 興農里、興和里,461,"水災,震災,海嘯",黃素卿,08-8310406,是,是,是
194,臺北市中正區,黎明里,公園路29號,120.913,22.4797,北市大附小,光復里、黎明里、建國里,157,震災,邱靜萍,02-23110395#660,是,否,否
195,臺東縣達仁鄉,台?村,8鄰24號,120.913513,22.479837,台?基督教會,台?村,50,,林輝發,089-761487,否,否,否
196,臺東縣達仁鄉,台?村,9鄰啦里吧49號,120.9136,22.48099,啦里吧活動中心,台?村啦里吧部落,100,,溫光林,089-761320,否,否,否
197,屏東縣新埤鄉,新埤村,新華路165號,120.5653,22.4844,新埤國小,打鐵村、南豐村、建功村、新埤村,450,"水災,震災,土石流,海嘯",陳震蔚,08-7971027,是,否,是
198,高雄市林園區,中芸里,中芸路3-100號,120.395311,22.485875,高雄市立中芸國民中學,全區,700,"水災,震災",吳育霖,07-6425223#40,否,否,否
199,高雄市林園區,中芸里,中芸路1號,120.3967,22.4871,中芸國小,全區,500,震災,蔡駿輝,07-6412342#50,是,否,是
200,屏東縣新園鄉,南龍村,南興路217號,120.4581,22.4877,烏龍國小,烏龍四村,100,"水災,震災",蔡立華,08-8333707#14,是,否,是
201,屏東縣新園鄉,鹽埔村,鹽洲路379號,120.4408,22.4883,鹽洲國小,鹽洲共和,50,"水災,震災",張芳瑞,08-8322975#14,是,否,是
202,屏東縣南州鄉,溪北村,仁里路93號,120.5111,22.4945,溪北社區活動中心,南安村、同安村,50,"水災,震災",蔡永昌,08-8641070,是,是,是
203,屏東縣南州鄉,溪北村,仁里路102號,120.5111,22.4957,溪北國小,七塊村、萬華村,95,"水災,震災",陳慶文,08-8642081,是,否,是
204,屏東縣來義鄉,文樂村,新樂路1號,120.6243,22.4999,文樂活動中心,文樂村,50,"水災,震災,土石流",村長陸旨成,08-7982350,是,否,是
205,高雄市林園區,頂厝里,校前路1號,120.378585,22.504297,高雄市林園區港埔國民小學,全區,690,"水災,震災",張二文,07-2245398,是,否,是
206,高雄市林園區,廣應里,王公二路100號,120.388254,22.504698,高雄市林園區王公國民小學,全區,1100,"水災,震災,土石流,海嘯",蔡玉董,07-6420503#40,否,否,是
207,高雄市林園區,林園里,忠孝西路20號,120.394303,22.506778,高雄市林園區林園國民小學,全區,2000,"水災,震災,土石流,海嘯",董原利,6412290,是,否,是
208,高雄市林園區,林園里,林園北路191號,120.3945,22.5087,林園區長青文康活動中心,全區,260,"水災,震災,土石流,海嘯",張簡朝元,6412511#303,是,否,是
209,屏東縣新園鄉,港西村,中和路101號,120.4556,22.5087,港西國小,港西五房,30,"水災,震災",許湘渝,08-8681644#14,是,否,是
210,屏東縣來義鄉,義林村,來新路21號,120.5825,22.5087,來義鄉新來義部落多功能活動中心,來義村、義林村、丹林村、古樓村、文樂村、望嘉村、南和村,500,"水災,震災,土石流",陳世凱,08-7850251-127,是,否,否
211,屏東縣潮州鎮,興美里,興美路24號,120.534672,22.512958,潮南國小,興美里、樣子里,1126,"水災,震災",黃瓘茗,08-7882312,是,否,否
212,屏東縣崁頂鄉,園寮村,田寮路1-15號,120.5184,22.5134,南榮國中,園寮村,200,"水災,震災,土石流,海嘯",張載陽,88631112,是,否,否
213,屏東縣崁頂鄉,崁頂村,中正路119號,120.5118,22.5141,崁頂國小,崁頂村、北勢村、越溪村,200,"水災,震災,土石流,海嘯",顏乾明,08-8631959,是,否,是
214,高雄市小港區,龍鳳里,鳳鳴路191號,120.357564,22.515082,高雄市小港區鳳鳴國民小學,鳳鳴、龍鳳,200,"水災,震災,土石流,海嘯",陳慶彰,8714561＊130,否,否,否
215,屏東縣崁頂鄉,崁頂村,興農路29-12號,120.5069,22.5152,崁頂老人文康中心,崁頂鄉、港東村,150,"水災,震災,土石流,海嘯",王陳素枝,08-8630164,是,否,是
216,高雄市林園區,林園里,林園北路481號,120.395661,22.516726,高雄市立林園高級中學,全區,2600,"水災,震災,土石流,海嘯",陳怡仁,07-6412059#400,是,否,是
217,屏東縣來義鄉,丹林村,丹林路25-1號,120.6348,22.5174,丹林活動中心,丹林村,50,"水災,震災,土石流",村長沈義松,08-7850255,是,否,是
218,高雄市小港區,鳳興里,龍鳳路559號,120.348385,22.52185,高雄市小港區鳳林國民中學,鳳興、鳳森,50,"水災,震災,土石流,海嘯",田續鴻,8711130＊31,否,否,否
219,屏東縣潮州鎮,九塊里,復興路66號,120.5609105,22.52309297,潮東國小,九塊裡、崙東里、彭城里,85,水災,潘山榮,08-7871189,是,否,否
220,屏東縣新園鄉,新園村,媽祖路49號,120.4519,22.5241,新園國小,新園新東,100,"水災,震災",許天瑞,08-8681113#14,是,否,是
221,臺東縣金峰鄉,歷坵村,"1鄰12號No.12,Liqiu,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.926439,22.526384,歷坵活動中心 Liqiu Activity Center,壢坵村,100,水災,邱江南,089-771439,否,否,否
222,屏東縣來義鄉,古樓村,育英路2號,120.6258,22.5275,古樓國小,古樓村,200,"水災,震災,土石流",村長連瑞禎,08-7850318,是,否,是
223,高雄市林園區,中厝里,金潭路40號,120.396078,22.528055,高雄市林園區金潭國民小學,全區,260,"水災,震災",蘇劍煌,07-6412332#40,是,否,否
224,臺東縣太麻里鄉,金崙村,16鄰40號,120.937667,22.530918,金崙溫泉長老教會,金崙村上溫泉,20,"水災,土石流,海嘯",陳文龍,089-771305,是,否,否
225,臺東縣金峰鄉,賓茂村,"68號No.68,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.95583,22.532403,賓茂國小 Binmao Elementary School,賓茂村,100,,朱慧清,089-771007,否,否,否
226,臺東縣金峰鄉,賓茂村,"1鄰3-2號No.3-2,Binmao,Jinfeng Township,Taitung County 964,TaiwanR.O.C.",120.961712,22.532592,賓茂活動中心 Binmao Activity Center,賓茂村,100,"水災,震災",高永輝,089-771393,是,否,是
227,臺東縣太麻里鄉,金崙村,太麻里鄉6鄰金崙283號,120.964363,22.533379,金崙活動中心,金崙村,80,"水災,土石流,海嘯",許加和,089-781305,否,否,否
228,屏東縣潮州鎮,光春里,光春路290號,120.539763,22.534662,光春國中,光春里、富春里、永春里,600,"水災,震災",蔡玉鳳,08-7887038#31,是,否,否
229,屏東縣崁頂鄉,力社村,力社路36號,120.5092,22.5388,力社國小,力社村、洲子村、圍內村,200,"水災,震災,土石流,海嘯",林怡均,08-8631544,是,否,是
230,高雄市大寮區,義仁里,鳳林一路48號,120.403252,22.539227,義仁里社區活動中心,義仁里,100,"水災,震災,土石流,海嘯",陳秀勤,6424162,否,否,是
231,屏東縣潮州鎮,光春里,志成路201號,120.536872,22.540379,光春國小,光春里、八爺里、永春里、彭城里,550,"水災,震災",林淑瑛,08-7896550#14,是,否,否
232,高雄市大寮區,昭明里,鳳林一路300巷80號,120.408514,22.54239,高雄市大寮區昭明國小,昭明里、義仁里、新厝里,350,"水災,震災,土石流,海嘯",羅婉婷,6426428轉940,否,否,是
233,屏東縣新園鄉,仙吉村,仙吉路148號,120.4615,22.5438,新園鄉公所,全鄉,30,"水災,震災,海嘯",方冠丁,08-8681385#13,是,否,是
234,屏東縣新園鄉,仙吉村,仙吉路91號,120.4611,22.5443,仙吉國小,全鄉,100,"水災,震災,海嘯",郭哲志,08-8681087#14,是,否,是
235,屏東縣潮州鎮,泗林里,開元路2巷1號,120.569267,22.544592,四林國小,泗林里、崙東里、四春里,50,"水災,震災",蔡世屏,08-7882174#14,是,否,是
236,屏東縣新園鄉,仙吉村,仙吉路111號,120.461,22.5452,新園國中,全鄉,300,"水災,震災",周能瑞,08-8681020#14,是,否,是
237,屏東縣潮州鎮,光華里,南進路2號,120.543657,22.547268,光華國小,光華里、潮州里,240,"水災,震災",陳俊文,08-7882105#14,是,否,否
238,屏東縣潮州鎮,三星里,三星路39-2號,120.550815,22.547719,鎮立幼兒園,三星里、九塊里,300,水災,鍾秋梅,08-7886964,是,是,是
239,屏東縣潮州鎮,同榮里,育英路31號,120.541139,22.548406,潮州國小,同榮里、新榮里、新生里,285,水災,廖翌妙,08-7882770#14,否,是,否
240,屏東縣萬巒鄉,新置村,中興路27號,120.6123,22.5491,佳佐國小中興分校,新置村,60,"水災,震災,土石流",鄒美華,08-7832300,是,否,是
241,屏東縣新園鄉,瓦?村,四環路3號,120.4747,22.5523,瓦?國小,瓦?,50,"水災,震災,海嘯",郭聰智,08-8684050#14,是,否,是
242,屏東縣泰武鄉,平和村,1鄰1號,120.6293,22.5527,平和活動中心,平和村,200,"水災,震災,土石流",孫錦文,915605765,是,否,是
243,屏東縣潮州鎮,三共里,文化路66號,120.542947,22.554008,潮州國中,三星里、三共里,250,"水災,震災,土石流",葉文雄,08-7882401#41,是,否,是
244,高雄市大寮區,會結里,會結路14-3號,120.424982,22.554827,會結里社區活動中心,會結里,100,"水災,震災,土石流,海嘯",黃美華,7870331,否,否,是
245,高雄市小港區,濟南里,飛機路153號,118.569662,22.555905,高雄市小港區青山國民小學,山東、濟南、青島,300,"水災,震災,海嘯",鍾享龍,8014543＊110,否,否,否
246,屏東縣潮州鎮,三和里,華嚴街1號,120.538038,22.556803,潮和國小,三和里、蓬萊里、五魁里,630,"水災,震災",陳榮華,08-7804052,是,否,否
247,屏東縣潮州鎮,三共里,北門路25號,120.547724,22.557031,潮昇國小,三共里,875,"水災,震災",陳育彬,08-7880419,是,否,否
248,高雄市大寮區,新厝里,新三街50號,120.40918,22.560361,新厝里社區活動中心,新厝里,20,"水災,震災,土石流,海嘯",張簡龍星,7880698,否,否,是
249,高雄市小港區,港正里,平和路1號,120.336089,22.56103,高雄市小港區小港國民小學,小港、港正,300,"水災,震災,土石流,海嘯",李宗仁,8215923＊311,否,否,否
250,屏東縣萬巒鄉,鹿寮村,永康路31號,120.5629,22.5614,志成佛寺,鹿寮村,200,水災,見引法師,08-7811510,是,否,否
251,高雄市小港區,山明里,鳳陽街2號,120.370393,22.561551,高雄市小港區鳳陽國民小學,大坪、坪頂,600,"水災,震災,土石流,海嘯",簡佩玲,8010865＊31,否,否,否
252,高雄市大寮區,潮寮里,潮龍路151號,120.430298,22.562091,潮寮老人活動中心,潮寮里,35,"水災,震災,土石流,海嘯",吳致慧,7877291,否,否,是
253,屏東縣萬丹鄉,新庄村,屏東縣萬丹鄉新庄村新鐘路410號,120.4803,22.5622,新庄國小,新鐘村、香社村。,60,"震災,土石流,海嘯",陳俊華,08-7772230,是,否,是
254,高雄市大寮區,潮寮里,潮寮路51-9號,120.425175,22.563415,高雄市立潮寮國民中學,過溪里、會結里,60,"水災,震災,土石流,海嘯,核子事故",江振瑞,7879544轉32,否,否,是
255,高雄市小港區,二苓里,立群路6號,120.3533,22.5638,高雄市小港區二苓國民小學,二苓、三苓,1000,"水災,震災,土石流,海嘯",?棟隆,801683731,是,否,是
256,高雄市小港區,二苓里,學府路117號,120.357413,22.565249,高雄市立小港高級中學,大苓、店鎮、鳳宮,100,"水災,震災,海嘯",陳佩菁,8062627＊301,否,否,否
257,高雄市大寮區,潮寮里,潮寮路61號,120.425144,22.565716,高雄市大寮區潮寮國小,潮寮里過溪里,240,"水災,震災,土石流,海嘯",魏恒杰,7875075轉30,否,否,是
258,高雄市小港區,山明里,松和路40號,120.371763,22.566216,國立高雄餐旅大學附屬餐旅高級中等學校,松山、高松,200,"水災,震災,土石流,海嘯",林建志,8060705#31,否,否,否
259,高雄市小港區,六苓里,漢民路500號,120.35926,22.566473,高雄市小港區漢民國民小學,泰山、宏亮,200,"水災,震災,土石流,海嘯",高泰安,8036569＊731,否,否,否
